run1,run2,family,skew_trec,skew_cop,collection
8,37,Tawn2_180,-1.26886538120946,0.444909865338566,web2010
8,38,J,-0.500636600956178,-0.0106614922756991,web2010
8,39,J,-0.651685083961693,-0.0149791681204966,web2010
8,40,G,-0.874247025688712,-0.0301075187913406,web2010
8,41,SC,-1.1471461833277,-0.00194935938397879,web2010
8,43,J,-1.06638770041661,0.00690516273539014,web2010
8,44,I,-1.01756972605079,-0.00554445856668513,web2010
8,45,I,-0.414129623611241,0.0167153212051725,web2010
8,46,Tawn2_180,-0.62363811928694,0.420288064964598,web2010
8,48,Tawn2_180,-0.456628169409304,0.463899214441796,web2010
8,49,G,-1.30025947931621,0.0059646161056941,web2010
8,50,J,-1.58814369214767,0.00606821325835413,web2010
8,51,SG,-1.39658778158996,0.00342093616948336,web2010
8,52,N,-1.15075581835782,0.0183786949515834,web2010
8,53,J,-1.26516779280511,-0.0120101303702196,web2010
8,54,Tawn2_180,-1.44392315387945,0.269933156522599,web2010
8,55,SG,-1.55986887501065,-0.017245506694208,web2010
8,56,G,-1.52136754642668,0.00849827326728516,web2010
8,57,J,-1.49316046025,-0.00739302606640973,web2010
8,60,Tawn2,-0.901217572692715,-1.75335413662197,web2010
8,61,SC,-0.796679727494022,-0.0208321723410073,web2010
8,62,J,-0.687128188004816,-0.0168747279003002,web2010
8,66,Tawn2_180,-1.56164489979949,0.0563449266770771,web2010
8,68,J,-0.995147035403536,-0.0108803829353345,web2010
8,69,SC,-0.0354225846008093,0.0137472959064373,web2010
8,70,N,-0.335182779130162,-0.0230101381450597,web2010
8,71,I,0.701146906643628,-0.00795310267940268,web2010
8,72,J,-0.868183697846912,0.00283570082624128,web2010
8,74,J,-0.502681287801893,0.00479226673160196,web2010
8,77,Tawn,-1.02771300372068,0.469300012630459,web2010
8,79,I,0.0607289516790291,0.0122348288932937,web2010
8,80,Tawn2_180,0.105486981835667,0.189417657774923,web2010
8,81,I,-0.0422612441246361,-0.00839566730314432,web2010
8,82,Tawn,0.610430748363191,0.609840479239833,web2010
8,85,SJ,-0.260801623157865,0.0100565768218779,web2010
8,87,N,-1.1673151141473,-0.0179371474773149,web2010
8,88,J,0.0673342127102582,0.00852488786734663,web2010
9,10,SG,-0.300666012157264,-0.00634107907439909,web2010
9,11,Tawn,-1.44292864889472,1.22076417199474,web2010
9,12,Tawn2_180,-0.683529233295925,0.382710804457067,web2010
9,13,Tawn,-0.311346912488982,0.918869175085938,web2010
9,14,Tawn2_180,-0.299278285998939,0.358859716551369,web2010
9,15,I,-0.390346699450951,0.0128734877030654,web2010
9,16,t,-0.816126229138984,-0.027795647201825,web2010
9,17,J,-0.805339742479744,0.00528440431298336,web2010
9,18,t,-0.383969956429332,-0.0137877529003807,web2010
9,19,Tawn,-0.102286807476077,1.01947638317989,web2010
9,20,Tawn,0.437202717748875,0.769915988905341,web2010
9,21,Tawn,-0.482514571472036,0.858285409801786,web2010
9,22,Tawn2_180,-0.406329507434247,0.424116806963211,web2010
9,23,Tawn,-0.495779986054669,0.858041635213257,web2010
9,24,Tawn,-0.357311687979105,0.732875951624267,web2010
9,25,Tawn,-0.336659052691254,0.798164521008138,web2010
9,26,J,-0.255205418947139,-0.00410982760247067,web2010
9,27,Tawn,-0.971004741320739,0.734591019488328,web2010
9,29,t,-0.75567117075038,-0.00263097080260685,web2010
9,30,G,-0.735393094732225,-0.00459268798398036,web2010
9,31,G,-0.497654914565302,-0.00848178809236689,web2010
9,32,Tawn,0.0541838068309939,0.973260067818416,web2010
9,33,Tawn,0.215193197699952,1.02107047866172,web2010
